Random games won/total: 1/1.0, win %: 100.0%, last score: 1.0
Random games won/total: 1/2.0, win %: 50.0%, last score: -1
Random games won/total: 1/3.0, win %: 33.33%, last score: -1
Random games won/total: 1/4.0, win %: 25.0%, last score: -1
Random games won/total: 1/5.0, win %: 20.0%, last score: -1
Random games won/total: 1/6.0, win %: 16.67%, last score: -1
Random games won/total: 1/7.0, win %: 14.29%, last score: -1
Random games won/total: 1/8.0, win %: 12.5%, last score: -1
Random games won/total: 1/9.0, win %: 11.11%, last score: -1
Random games won/total: 2/10.0, win %: 20.0%, last score: 1.0
Random games won/total: 3/11.0, win %: 27.27%, last score: 1.0
Random games won/total: 3/12.0, win %: 25.0%, last score: -1
Random games won/total: 3/13.0, win %: 23.08%, last score: -1
Random games won/total: 3/14.0, win %: 21.43%, last score: -1
Random games won/total: 3/15.0, win %: 20.0%, last score: -1
Random games won/total: 4/16.0, win %: 25.0%, last score: 1.0
Random games won/total: 4/17.0, win %: 23.53%, last score: -1
Random games won/total: 5/18.0, win %: 27.78%, last score: 1.0
Random games won/total: 6/19.0, win %: 31.58%, last score: 1.0
Random games won/total: 7/20.0, win %: 35.0%, last score: 1.0
Random games won/total: 7/21.0, win %: 33.33%, last score: -1
Random games won/total: 8/22.0, win %: 36.36%, last score: 1.0
Random games won/total: 8/23.0, win %: 34.78%, last score: -1
Random games won/total: 9/24.0, win %: 37.5%, last score: 1.0
Random games won/total: 9/25.0, win %: 36.0%, last score: -1
Random games won/total: 10/26.0, win %: 38.46%, last score: 1.0
Random games won/total: 10/27.0, win %: 37.04%, last score: -1
Random games won/total: 11/28.0, win %: 39.29%, last score: 1.0
Random games won/total: 12/29.0, win %: 41.38%, last score: 1.0
Random games won/total: 13/30.0, win %: 43.33%, last score: 1.0
Trained episode: 371, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 11309
Trained episode: 372, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 11340
Trained episode: 373, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 11371
Trained episode: 374, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 11402
Trained episode: 375, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 11432
Trained episode: 376, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 11462
Trained episode: 377, current score: 1.0 mean_score: 0.1, e: 0.048, iterations (steps): 11493
Trained episode: 378, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 11524
Trained episode: 379, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 11555
Trained episode: 380, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 11585
Trained episode: 381, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 11616
Trained episode: 382, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 11646
Trained episode: 383, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 11676
Trained episode: 384, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 11706
Trained episode: 385, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 11736
Trained episode: 386, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 11766
Trained episode: 387, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 11797
Trained episode: 388, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 11827
Trained episode: 389, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 11857
Trained episode: 390, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 11887
Trained episode: 391, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 11917
Trained episode: 392, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 11947
Trained episode: 393, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 11961
Trained episode: 394, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 11991
Trained episode: 395, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 12021
Trained episode: 396, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 12051
Trained episode: 397, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 12081
Trained episode: 398, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 12090
Trained episode: 399, current score: 1.0 mean_score: 0.1, e: 0.048, iterations (steps): 12121
Trained episode: 400, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 12151
Trained episode: 401, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 12173
Trained episode: 402, current score: 1.0 mean_score: 0.2, e: 0.048, iterations (steps): 12203
Trained episode: 403, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 12233
Trained episode: 404, current score: 1.0 mean_score: 0.3, e: 0.048, iterations (steps): 12263
Games won/total: 0/1.0, win %: 0.0%, last score: -1
Trained episode: 405, current score: -1 mean_score: 0.3, e: 0.048, iterations (steps): 12293
Games won/total: 0/1.0, win %: 0.0%, last score: -1
Trained episode: 406, current score: -1 mean_score: 0.3, e: 0.048, iterations (steps): 12323
Games won/total: 0/1.0, win %: 0.0%, last score: -1
Trained episode: 407, current score: -1 mean_score: 0.3, e: 0.048, iterations (steps): 12354
Games won/total: 0/1.0, win %: 0.0%, last score: -1
Trained episode: 408, current score: -1 mean_score: 0.3, e: 0.048, iterations (steps): 12385
Games won/total: 0/1.0, win %: 0.0%, last score: -1
Trained episode: 409, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 12416
Trained episode: 410, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 12446
Trained episode: 411, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 12476
Trained episode: 412, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 12507
Trained episode: 413, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 12539
Trained episode: 414, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 12569
Trained episode: 415, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 12600
Trained episode: 416, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 12630
Trained episode: 417, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 12660
Trained episode: 418, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 12690
Trained episode: 419, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 12720
Trained episode: 420, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 12750
Trained episode: 421, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 12781
Trained episode: 422, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 12811
Trained episode: 423, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 12841
Trained episode: 424, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 12872
Trained episode: 425, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 12902
Trained episode: 426, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 12932
Trained episode: 427, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 12949
Trained episode: 428, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 12980
Trained episode: 429, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 13011
Trained episode: 430, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 13041
Trained episode: 431, current score: 1.0 mean_score: 0.1, e: 0.048, iterations (steps): 13072
Trained episode: 432, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 13102
Trained episode: 433, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 13132
Trained episode: 434, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 13162
Trained episode: 435, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 13192
Trained episode: 436, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 13222
Trained episode: 437, current score: 1.0 mean_score: 0.2, e: 0.048, iterations (steps): 13254
Trained episode: 438, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 13284
Trained episode: 439, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 13314
Trained episode: 440, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 13346
Trained episode: 441, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 13376
Trained episode: 442, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 13406
Trained episode: 443, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 13437
Trained episode: 444, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 13467
Trained episode: 445, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 13497
Trained episode: 446, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 13527
Trained episode: 447, current score: 1.0 mean_score: 0.1, e: 0.048, iterations (steps): 13557
Trained episode: 448, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 13587
Trained episode: 449, current score: 1.0 mean_score: 0.2, e: 0.048, iterations (steps): 13618
Trained episode: 450, current score: 1.0 mean_score: 0.3, e: 0.048, iterations (steps): 13649
Games won/total: 0/1.0, win %: 0.0%, last score: -1
Trained episode: 451, current score: -1 mean_score: 0.3, e: 0.048, iterations (steps): 13679
Games won/total: 0/1.0, win %: 0.0%, last score: -1
Trained episode: 452, current score: 1.0 mean_score: 0.4, e: 0.048, iterations (steps): 13710
Games won/total: 0/1.0, win %: 0.0%, last score: -1
Trained episode: 453, current score: -1 mean_score: 0.4, e: 0.048, iterations (steps): 13741
Games won/total: 0/1.0, win %: 0.0%, last score: -1
Trained episode: 454, current score: -1 mean_score: 0.4, e: 0.048, iterations (steps): 13771
Games won/total: 0/1.0, win %: 0.0%, last score: -1
Trained episode: 455, current score: 1.0 mean_score: 0.5, e: 0.048, iterations (steps): 13801
Games won/total: 0/1.0, win %: 0.0%, last score: -1
Trained episode: 456, current score: -1 mean_score: 0.5, e: 0.048, iterations (steps): 13831
Games won/total: 0/1.0, win %: 0.0%, last score: -1
Trained episode: 457, current score: -1 mean_score: 0.4, e: 0.048, iterations (steps): 13862
Trained episode: 458, current score: -1 mean_score: 0.4, e: 0.048, iterations (steps): 13892
Trained episode: 459, current score: -1 mean_score: 0.3, e: 0.048, iterations (steps): 13922
Trained episode: 460, current score: 1.0 mean_score: 0.3, e: 0.048, iterations (steps): 13952
Trained episode: 461, current score: -1 mean_score: 0.3, e: 0.048, iterations (steps): 13982
Trained episode: 462, current score: 1.0 mean_score: 0.3, e: 0.048, iterations (steps): 14015
Trained episode: 463, current score: -1 mean_score: 0.3, e: 0.048, iterations (steps): 14045
Trained episode: 464, current score: -1 mean_score: 0.3, e: 0.048, iterations (steps): 14075
Trained episode: 465, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 14105
Trained episode: 466, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 14135
Trained episode: 467, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 14165
Trained episode: 468, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 14196
Trained episode: 469, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 14227
Trained episode: 470, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 14257
Trained episode: 471, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 14288
Trained episode: 472, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 14318
Trained episode: 473, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 14341
Trained episode: 474, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 14371
Trained episode: 475, current score: 1.0 mean_score: 0.1, e: 0.048, iterations (steps): 14402
Trained episode: 476, current score: 1.0 mean_score: 0.2, e: 0.048, iterations (steps): 14433
Trained episode: 477, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 14464
Trained episode: 478, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 14494
Trained episode: 479, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 14524
Trained episode: 480, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 14554
Trained episode: 481, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 14584
Trained episode: 482, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 14615
Trained episode: 483, current score: 1.0 mean_score: 0.3, e: 0.048, iterations (steps): 14645
Trained episode: 484, current score: -1 mean_score: 0.3, e: 0.048, iterations (steps): 14676
Trained episode: 485, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 14706
Trained episode: 486, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 14737
Trained episode: 487, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 14768
Trained episode: 488, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 14798
Trained episode: 489, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 14828
Trained episode: 490, current score: 1.0 mean_score: 0.2, e: 0.048, iterations (steps): 14859
Trained episode: 491, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 14889
Trained episode: 492, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 14919
Trained episode: 493, current score: 1.0 mean_score: 0.2, e: 0.048, iterations (steps): 14950
Trained episode: 494, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 14980
Trained episode: 495, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 15010
Trained episode: 496, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 15040
Trained episode: 497, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 15054
Trained episode: 498, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 15084
Trained episode: 499, current score: 1.0 mean_score: 0.3, e: 0.048, iterations (steps): 15115
Trained episode: 500, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 15145
Trained episode: 501, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 15176
Trained episode: 502, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 15206
Trained episode: 503, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 15236
Trained episode: 504, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 15267
Trained episode: 505, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 15298
Trained episode: 506, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 15329
Trained episode: 507, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 15360
Trained episode: 508, current score: 1.0 mean_score: 0.2, e: 0.048, iterations (steps): 15391
Trained episode: 509, current score: 1.0 mean_score: 0.2, e: 0.048, iterations (steps): 15421
Trained episode: 510, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 15451
Trained episode: 511, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 15481
Trained episode: 512, current score: 1.0 mean_score: 0.3, e: 0.048, iterations (steps): 15512
Trained episode: 513, current score: 1.0 mean_score: 0.4, e: 0.048, iterations (steps): 15543
Trained episode: 514, current score: -1 mean_score: 0.4, e: 0.048, iterations (steps): 15559
Trained episode: 515, current score: -1 mean_score: 0.4, e: 0.048, iterations (steps): 15590
Trained episode: 516, current score: -1 mean_score: 0.4, e: 0.048, iterations (steps): 15620
Trained episode: 517, current score: -1 mean_score: 0.4, e: 0.048, iterations (steps): 15650
Trained episode: 518, current score: -1 mean_score: 0.3, e: 0.048, iterations (steps): 15680
Trained episode: 519, current score: 1.0 mean_score: 0.3, e: 0.048, iterations (steps): 15711
Trained episode: 520, current score: -1 mean_score: 0.3, e: 0.048, iterations (steps): 15741
Trained episode: 521, current score: -1 mean_score: 0.3, e: 0.048, iterations (steps): 15772
Trained episode: 522, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 15803
Trained episode: 523, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 15833
Trained episode: 524, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 15863
Trained episode: 525, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 15893
Trained episode: 526, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 15923
Trained episode: 527, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 15953
Trained episode: 528, current score: 1.0 mean_score: 0.2, e: 0.048, iterations (steps): 15983
Trained episode: 529, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 16013
Trained episode: 530, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 16043
Trained episode: 531, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 16073
Trained episode: 532, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 16104
Trained episode: 533, current score: 1.0 mean_score: 0.2, e: 0.048, iterations (steps): 16134
Trained episode: 534, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 16164
Trained episode: 535, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 16178
Trained episode: 536, current score: 1.0 mean_score: 0.3, e: 0.048, iterations (steps): 16209
Trained episode: 537, current score: -1 mean_score: 0.3, e: 0.048, iterations (steps): 16240
Trained episode: 538, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 16270
Trained episode: 539, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 16300
Trained episode: 540, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 16330
Trained episode: 541, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 16360
Trained episode: 542, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 16391
Trained episode: 543, current score: 1.0 mean_score: 0.2, e: 0.048, iterations (steps): 16422
Trained episode: 544, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 16452
Trained episode: 545, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 16482
Trained episode: 546, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 16513
Trained episode: 547, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 16543
Trained episode: 548, current score: 1.0 mean_score: 0.2, e: 0.048, iterations (steps): 16573
